match_id,bowler,total_runs
1426278,MM Sharma,73
1136611,Basil Thampi,70
1359487,Yash Dayal,69
1426281,L Wood,68
1426268,RJW Topley,68
1422126,KT Maphaka,67
1359520,Arshdeep Singh,66
734007,Sandeep Sharma,66
1178423,Mujeeb Ur Rahman,66
598051,I Sharma,66
1422138,A Nortje,65
598054,UT Yadav,65
1082635,PJ Cummins,65
1426268,Vijaykumar Vyshak,64
1304106,JR Hazlewood,64
1216538,S Kaul,64
1216541,AS Rajpoot,64
1216517,TA Boult,63
598011,AB Dinda,63
548380,VR Aaron,63
1304086,M Jansen,63
1426306,SN Thakur,62
1178422,PP Chawla,62
1175372,TG Southee,62
1359498,Vijaykumar Vyshak,62
1426280,Harshit Rana,62
598064,MG Neser,62
1426288,YS Chahal,62
1254084,L Ngidi,62
1422126,G Coetzee,61
981019,SR Watson,61
598050,R McLaren,61
1426274,Yash Dayal,61
1426281,Mukesh Kumar,60
734047,P Awana,60
1082612,I Sharma,60
1426297,Simarjeet Singh,60
1359520,JC Archer,60
1426268,B Kumar,60
1304112,Avesh Khan,60
1426280,SM Curran,60
1304049,Mohammed Siraj,60
1304111,T Natarajan,60
1304075,CJ Jordan,59
1136584,CJ Anderson,59
829737,AN Ahmed,59
392228,Mashrafe Mortaza,59
501220,SK Trivedi,59
1216547,JJ Bumrah,59
1254072,SM Curran,59
1178410,Kuldeep Yadav,59
1082630,K Rabada,59
336014,RP Singh,59
980993,Imran Tahir,59
1422134,A Nortje,59
1304068,Akash Deep,59
1136571,UT Yadav,59
829723,PJ Cummins,59
1178430,Harbhajan Singh,58
829773,MM Sharma,58
1216524,K Rabada,58
1136586,Shivam Mavi,58
829791,Anureet Singh,58
1082612,SL Malinga,58
1082592,AB Dinda,58
980907,KV Sharma,58
1254072,PJ Cummins,58
1082610,RA Jadeja,57
335989,P Amarnath,57
1422126,B Kumar,57
1254084,JJ Bumrah,57
1216510,DW Steyn,57
1304112,TG Southee,57
598027,MR Marsh,57
1082641,MM Sharma,57
1304048,DR Sams,57
1178399,HH Pandya,57
1426263,Akash Madhwal,57
734033,BE Hendricks,57
336028,VRV Singh,57
1359512,K Rabada,57
1178417,Mohammed Shami,57
1426273,Mukesh Kumar,57
1254098,SM Curran,56
1370352,CJ Jordan,56
1216493,CJ Jordan,56
1216496,L Ngidi,56
1254117,LH Ferguson,56
501270,AN Ahmed,56
1426274,MA Starc,56
1304080,OC McCoy,56
1175366,P Ray Barman,56
1426281,N Thushara,56
1370353,TU Deshpande,56
980959,UT Yadav,56
1254084,SN Thakur,56
419137,JA Morkel,56
729295,A Mishra,56
733991,HV Patel,56
1254088,S Kaul,56
419157,Pankaj Singh,56
1304072,TS Mills,56
1136619,M Prasidh Krishna,56
1359516,JO Holder,55
419134,SW Tait,55
598060,NLTC Perera,55
1136576,Rashid Khan,55
1359480,DL Chahar,55
829715,JP Faulkner,55
1136574,Mustafizur Rahman,55
548326,A Singh,55
1359480,MA Wood,55
419137,M Muralitharan,55
1254061,JA Richardson,55
1359482,KM Asif,55
1082591,A Choudhary,55
1422121,CV Varun,55
1426273,Kuldeep Yadav,55
1216496,PP Chawla,55
1216496,TK Curran,55
501267,L Balaji,55
1426263,Akash Deep,55
734041,JP Faulkner,55
1359531,Mohammed Shami,55
336033,MM Patel,55
1426267,Mustafizur Rahman,55
598034,DP Nannes,55
1254089,SM Curran,55
1254089,JR Hazlewood,55
1175363,B Kumar,55
829747,JJ Bumrah,55
501260,JJ van der Wath,55
980999,KC Cariappa,55
335990,MM Patel,55
1359489,Avesh Khan,55
980907,B Kumar,55
548311,MS Gony,55
1178416,Sandeep Sharma,55
1426279,PJ Cummins,55
548367,MM Patel,55
1178399,SM Curran,54
1359476,TG Southee,54
1082641,MJ McClenaghan,54
1216500,AJ Tye,54
1178422,RD Chahar,54
1359544,MM Sharma,54
1426269,YS Chahal,54
980937,KW Richardson,54
1426268,LH Ferguson,54
729317,A Mishra,54
1312198,PVD Chameera,54
1178403,Mohammed Siraj,54
1216536,LH Ferguson,54
1422138,R Shepherd,54
1175367,JD Unadkat,54
1426307,Nithish Kumar Reddy,54
1359515,TU Deshpande,54
335983,JR Hopes,54
1359513,Rashid Khan,54
1359512,Arshdeep Singh,54
548327,A Nehra,54
1359493,T Natarajan,54
734049,Karanveer Singh,54
1304096,Umran Malik,53
1178402,AS Joseph,53
1359496,D Jansen,53
501241,AC Thomas,53
1254083,HV Patel,53
1216527,Mohammed Shami,53
1216503,JDS Neesham,53
1082610,S Aravind,53
1082608,UT Yadav,53
1254059,SN Thakur,53
1359477,C Sakariya,53
1426300,Kuldeep Yadav,53
335989,JDP Oram,53
501243,A Mishra,53
1136620,Sandeep Sharma,53
1359538,Mukesh Kumar,53
734007,DW Steyn,53
1359528,PWH de Silva,53
501222,Z Khan,53
548318,R Vinay Kumar,53
419123,L Balaji,53
1304065,PJ Cummins,53
1254068,Mohammed Shami,53
1178410,M Prasidh Krishna,53
1216547,A Zampa,53
1422121,MA Starc,53
1304049,OF Smith,53
598067,UT Yadav,53
1136576,R Ashwin,53
501210,R Vinay Kumar,53
1082603,Imran Tahir,53
1136573,Mohammed Shami,53
1136612,DJ Bravo,53
1175359,BA Stokes,53
1136604,JPR Scantlebury-Searles,52
1136602,B Kumar,52
1426287,Arshdeep Singh,52
1136576,MM Sharma,52
1304057,Mukesh Choudhary,52
1370352,Akash Madhwal,52
1175359,SM Curran,52
598004,DW Steyn,52
1359475,TU Deshpande,52
1359531,AS Joseph,52
1426282,Mohsin Khan,52
1304086,LH Ferguson,52
829795,JJ Bumrah,52
1304065,UT Yadav,52
1136604,AR Patel,52
1082597,MJ McClenaghan,52
1254088,JO Holder,52
1422120,MR Marsh,52
598042,AB Dinda,52
1426280,K Rabada,52
1422126,M Markande,52
1216527,SS Cottrell,52
1136607,HH Pandya,52
1426297,DJ Mitchell,52
335982,JH Kallis,52
1426297,Kartik Tyagi,52
980959,T Shamsi,52
829711,KV Sharma,52
1136590,LE Plunkett,52
980977,CJ Jordan,52
392223,WPUJC Vaas,52
1426273,KK Ahmed,52
419114,MF Maharoof,52
1178399,AS Rajpoot,52
980909,AD Russell,52
1178417,GC Viljoen,52
1216526,NM Coulter-Nile,51
1178415,DS Kulkarni,51
1237177,A Nortje,51
1426268,Yash Dayal,51
829795,HH Pandya,51
419117,S Sreesanth,51
734017,K Santokie,51
1426302,Naveen-ul-Haq,51
1216515,K Rabada,51
1304076,PJ Cummins,51
729281,AB Dinda,51
1082606,SL Malinga,51
336020,Mohammad Asif,51
419156,RP Singh,51
1304064,Mohammed Siraj,51
733981,MM Sharma,51
1426277,Mustafizur Rahman,51
1216540,AD Russell,51
392191,JH Kallis,51
734047,A Nehra,51
598034,JH Kallis,51
336020,RP Singh,51
829717,R Dhawan,51
1082603,P Kumar,51
1254076,HV Patel,51
1216547,JL Pattinson,51
829795,YS Chahal,51
1359516,RP Meredith,51
1422121,B Kumar,51
1359526,M Markande,51
336026,PJ Sangwan,51
1136605,HV Patel,51
1178411,JD Unadkat,51
1254089,Mustafizur Rahman,51
829791,AD Russell,51
419107,R Sathish,51
548374,AD Russell,51
829785,AR Patel,51
548324,R Vinay Kumar,51
1426262,MM Sharma,51
1178406,JP Behrendorff,51
1136593,MG Johnson,51
1426283,Rashid Khan,51
829737,VR Aaron,51
729291,M Kartik,51
1426266,S Joseph,51
1422128,Yash Dayal,51
1304070,KR Sen,51
1178414,UT Yadav,51
501260,CK Langeveldt,51
829799,I Sharma,50
1254103,CH Morris,50
1136565,DJ Bravo,50
1422127,A Nortje,50
1426277,MP Stoinis,50
1082615,SN Thakur,50
1082625,MJ McClenaghan,50
980921,Z Khan,50
501220,SK Warne,50
1426305,Naveen-ul-Haq,50
548314,DT Christian,50
1426282,Yash Thakur,50
1304066,JO Holder,50
1136617,SN Thakur,50
1216524,JO Holder,50
1254085,Sandeep Sharma,50
1178418,JD Unadkat,50
1304084,D Pretorius,50
1426269,MA Starc,50
1359489,KV Sharma,50
1359526,K Yadav,50
1426284,PJ Cummins,50
1359541,RA Jadeja,50
1426269,KR Sen,50
1426277,Mohsin Khan,50
1136561,MA Wood,50
1304098,K Rabada,50
734011,R Shukla,50
1082597,TA Boult,50
419159,JA Morkel,50
548333,M Morkel,50
1359483,Mohammed Siraj,50
1426296,SM Curran,50
1359537,CJ Jordan,50
1304055,KA Pollard,50
598029,SMSM Senanayake,50
392189,A Flintoff,50
1426293,M Jansen,50
1304060,DR Sams,50
1359499,T Natarajan,50
1359482,YS Chahal,50
419124,SJ Srivastava,50
1237180,JO Holder,50
336038,VY Mahesh,50
729291,DS Kulkarni,50
598026,KK Cooper,50
980965,Mohammed Shami,50
1216547,Navdeep Saini,50
1304099,Shivam Mavi,50
980987,S Kaushik,50
1082604,CR Woakes,50
1426295,T Natarajan,50
501253,AB Agarkar,50
1136578,BB Sran,50
734027,YS Chahal,50
1422131,Mustafizur Rahman,50
1181767,KMA Paul,50
336032,B Geeves,50
1216519,Navdeep Saini,49
1426280,HV Patel,49
1422125,Rashid Khan,49
1254108,AF Milne,49
1426280,PVD Chameera,49
1426307,HV Patel,49
1216531,Mohammed Shami,49
598064,R Vinay Kumar,49
1178420,S Kaul,49
980947,JD Unadkat,49
1359504,Ravi Bishnoi,49
1254061,RP Meredith,49
1359489,HV Patel,49
1304051,NM Coulter-Nile,49
1136590,TA Boult,49
980977,Sandeep Sharma,49
1422127,Mukesh Kumar,49
829777,GS Sandhu,49
501224,DT Christian,49
1304098,M Prasidh Krishna,49
1426276,Avesh Khan,49
1136580,Rashid Khan,49
829729,RA Jadeja,49
1426261,Harpreet Brar,49
1426261,JD Unadkat,49
335998,Mohammad Asif,49
548310,IK Pathan,49
501246,M Morkel,49
1304053,PVD Chameera,49
1426306,TU Deshpande,49
1175370,DJ Bravo,49
1359506,Sandeep Sharma,49
419129,S Narwal,49
1254072,M Prasidh Krishna,49
1178407,JD Unadkat,49
598006,A Nehra,49
980921,D Wiese,49
1216534,UT Yadav,49
1181768,SL Malinga,49
1359507,CV Varun,49
1359498,TU Deshpande,49
501211,JJ van der Wath,49
1426269,R Ashwin,49
548381,DJ Bravo,49
336035,I Sharma,49
1237180,S Nadeem,49
598006,MG Johnson,49
1426292,Naveen-ul-Haq,49
1216515,PJ Cummins,49
1359511,M Pathirana,49
1216508,PJ Cummins,49
734047,RA Jadeja,49
1178404,RA Jadeja,49
1359509,RP Meredith,49
1359511,JO Holder,49
1136565,PP Chawla,49
829741,CH Morris,49
734005,Imran Tahir,49
392211,DP Nannes,49
1175369,JC Archer,49
1304060,PJ Cummins,49
1136601,PP Chawla,49
1304092,Umran Malik,49
1216515,CV Varun,49
734027,UT Yadav,49
1359526,Sandeep Sharma,48
501223,AB Agarkar,48
1304076,TA Boult,48
336019,SK Trivedi,48
598004,R Vinay Kumar,48
501264,PP Chawla,48
336019,Pankaj Singh,48
1426276,YS Chahal,48
1254088,Umran Malik,48
1426268,T Natarajan,48
1082637,Basil Thampi,48
1359539,B Kumar,48
598027,AB Dinda,48
1175365,K Rabada,48
1304093,TG Southee,48
1359526,M Jansen,48
1304097,JJ Bumrah,48
1178421,Navdeep Saini,48
729283,MG Johnson,48
419153,M Muralitharan,48
548378,VR Aaron,48
598017,RP Singh,48
1359528,CJ Jordan,48
1426271,Akash Madhwal,48
1136594,HH Pandya,48
1359525,Yash Thakur,48
1136604,BB Sran,48
598028,PP Chawla,48
1136563,Washington Sundar,48
1359498,WD Parnell,48
1178422,SL Malinga,48
1359505,Arjun Tendulkar,48
1304079,JD Unadkat,48
1426262,Avesh Khan,48
734017,JP Faulkner,48
1254094,DL Chahar,48
1426310,Sandeep Sharma,48
980999,KJ Abbott,48
1304090,HR Shokeen,48
1082620,Imran Tahir,48
1178423,Arshdeep Singh,48
1216525,SM Curran,48
980945,Z Khan,48
1304067,LH Ferguson,48
1304048,SN Thakur,48
1254079,Mohammed Siraj,48
1426305,A Kamboj,48
598061,JH Kallis,48
1254072,SN Thakur,48
1254114,Avesh Khan,48
419136,B Lee,48
1426294,TA Boult,48
1254084,DS Kulkarni,48
1426294,YS Chahal,48
1304072,PVD Chameera,48
1304069,Basil Thampi,48
1304073,Mustafizur Rahman,48
548344,Z Khan,48
980927,MJ McClenaghan,48
1136602,S Kaul,48
1136575,SP Narine,48
548324,S Aravind,48
1359520,Arshad Khan,48
1304065,CV Varun,48
501223,RJ Harris,48
1422120,HV Patel,48
1426287,SN Thakur,48
1136584,Mohammed Siraj,48
1426278,A Nortje,48
1216547,YS Chahal,48
1178416,Rashid Khan,48
548350,P Awana,48
1254059,R Ashwin,48
829705,Shakib Al Hasan,48
1136571,CR Woakes,48
419135,KAJ Roach,48
1422133,Mohammed Siraj,47
548380,Sunny Gupta,47
335983,Joginder Sharma,47
1426262,UT Yadav,47
335990,RP Singh,47
1175366,UT Yadav,47
335990,A Symonds,47
336026,R Bhatia,47
1426283,Noor Ahmad,47
829745,D Wiese,47
336011,PP Ojha,47
1136572,AJ Tye,47
1254073,HV Patel,47
335990,SK Warne,47
1136616,AJ Tye,47
1136574,CJ Anderson,47
392236,RP Singh,47
1426294,KK Ahmed,47
1422134,Rasikh Salam,47
598051,NLTC Perera,47
419125,L Balaji,47
548356,P Parameswaran,47
734007,KV Sharma,47
1178425,CH Morris,47
1216501,DL Chahar,47
1304112,JO Holder,47
1254111,CH Morris,47
1136610,AS Rajpoot,47
1216515,MP Stoinis,47
1422119,TU Deshpande,47
1216537,VR Aaron,47
335983,IK Pathan,47
1426295,PJ Cummins,47
1216537,Kartik Tyagi,47
1136572,MM Sharma,47
1136603,DJ Willey,47
501232,Kamran Khan,47
1359482,Arshdeep Singh,47
1175362,SL Malinga,47
598045,M Muralitharan,47
392231,AB Agarkar,47
392223,A Nehra,47
1426274,LH Ferguson,47
1216528,KK Ahmed,47
1082612,MJ McClenaghan,47
1304077,Ravi Bishnoi,47
1136569,A Dananjaya,47
980931,I Sharma,47
336034,A Kumble,47
1422126,JD Unadkat,47
501249,SR Watson,47
1304077,HV Patel,47
1359497,AS Joseph,47
1082647,MJ McClenaghan,47
1175361,R Ashwin,47
1178415,S Gopal,47
1304100,Fazalhaq Farooqi,47
1136596,Avesh Khan,47
981019,CJ Jordan,47
336018,JA Morkel,47
1426277,Yash Thakur,47
1178417,AS Rajpoot,47
501223,SJ Srivastava,47
1254068,K Rabada,47
548311,TP Sudhindra,47
733981,JD Unadkat,47
419107,SW Tait,47
980951,CR Brathwaite,47
1426295,Yash Thakur,47
1426281,KK Ahmed,47
1359513,CV Varun,47
548372,M Muralitharan,47
1082598,MM Sharma,47
1422134,KK Ahmed,47
1304096,SA Abbott,47
598045,MS Gony,47
336033,M Ntini,47
1304051,Washington Sundar,47
980969,R Bhatia,47
336014,Umar Gul,47
1304080,TA Boult,47
336023,Z Khan,47
419137,SR Watson,47
548366,TP Sudhindra,47
1178406,P Negi,47
734049,SP Narine,47
1426296,RD Chahar,47
336015,SK Warne,47
1304080,KK Ahmed,47
1422128,MA Starc,47
1426281,Kuldeep Yadav,47
419116,PJ Sangwan,46
598006,M Morkel,46
1359480,TU Deshpande,46
1370353,M Pathirana,46
734027,R Vinay Kumar,46
829761,Imran Tahir,46
829711,I Sharma,46
548329,IK Pathan,46
980987,P Kumar,46
548331,HV Patel,46
548331,Harmeet Singh,46
1178401,KMA Paul,46
1359510,HV Patel,46
598027,AG Murtaza,46
419137,S Tyagi,46
392236,P Kumar,46
1422137,Avesh Khan,46
980987,DJ Bravo,46
1254062,M Prasidh Krishna,46
598070,SL Malinga,46
729291,JP Faulkner,46
1359542,Naveen-ul-Haq,46
419107,AG Murtaza,46
548336,SK Trivedi,46
336000,AB Agarkar,46
1426292,Yash Thakur,46
1136592,JD Unadkat,46
729291,L Balaji,46
548339,PP Chawla,46
1178429,UT Yadav,46
548342,IK Pathan,46
598013,NLTC Perera,46
1426264,KH Pandya,46
598031,L Balaji,46
1304092,Mukesh Choudhary,46
1359528,HV Patel,46
1136584,SN Thakur,46
1082600,A Nehra,46
1082627,CR Woakes,46
548315,HV Patel,46
1216518,T Natarajan,46
1359540,Sandeep Sharma,46
1304072,FA Allen,46
1426272,Yash Thakur,46
1422129,HV Patel,46
419148,I Sharma,46
598046,B Laughlin,46
548379,DS Kulkarni,46
734047,MM Sharma,46
1136571,B Laughlin,46
1359497,Rashid Khan,46
1359541,KK Ahmed,46
1254102,NT Ellis,46
548362,AC Thomas,46
1178419,DL Chahar,46
1359540,SM Curran,46
1426273,Washington Sundar,46
1216527,JC Archer,46
501223,P Kumar,46
1136620,DJ Bravo,46
1136605,Mohammed Siraj,46
1359524,KK Ahmed,46
1304076,UT Yadav,46
1304075,LH Ferguson,46
1422126,HH Pandya,46
1422128,Mohammed Siraj,46
829817,P Negi,46
829817,MJ McClenaghan,46
1312197,Yash Dayal,46
1304073,Kuldeep Yadav,46
1216522,JD Unadkat,46
1426280,CV Varun,46
980999,AR Patel,46
1359497,TA Boult,46
1136611,S Kaul,46
548318,R Ashwin,46
419128,P Kumar,46
419129,JA Morkel,46
829717,R Vinay Kumar,46
1082605,VR Aaron,46
1426268,M Markande,46
548355,MM Patel,46
1178407,Mohammed Shami,46
1082606,JJ Bumrah,46
1359538,NT Ellis,46
829799,TA Boult,46
548348,DW Steyn,46
980995,SR Watson,46
1178395,S Lamichhane,46
829721,TG Southee,46
1359515,SM Curran,46
1136562,A Mishra,46
419159,J Theron,46
336004,Mohammad Asif,46
980931,HV Patel,46
1216512,Basil Thampi,46
1422119,AS Joseph,46
1136580,SN Thakur,45
1422138,Akash Madhwal,45
1359487,J Little,45
419165,KA Pollard,45
419125,Z Khan,45
1136568,MM Sharma,45
419136,JH Kallis,45
419124,IK Pathan,45
1370353,Rashid Khan,45
1370350,DG Nalkande,45
598026,RA Jadeja,45
1312199,YS Chahal,45
1370352,PP Chawla,45
419159,IK Pathan,45
1178410,YS Chahal,45
598034,L Balaji,45
829721,P Suyal,45
419162,Harbhajan Singh,45
1178429,Rashid Khan,45
1422122,Mohsin Khan,45
392201,FH Edwards,45
1422124,HV Patel,45
1178422,JJ Bumrah,45
1082641,SL Malinga,45
392189,MS Gony,45
1136573,CH Morris,45
1359482,SM Curran,45
1136579,CR Woakes,45
598030,DW Steyn,45
419148,BAW Mendis,45
1422131,A Nortje,45
1082641,Harbhajan Singh,45
419137,SW Tait,45
392221,AB Agarkar,45
1304112,AD Russell,45
1359539,KV Sharma,45
1136582,BB Sran,45
1312198,Ravi Bishnoi,45
1426269,Harshit Rana,45
1082640,Basil Thampi,45
501235,M Kartik,45
336007,Joginder Sharma,45
729293,Mohammed Shami,45
1216541,Kartik Tyagi,45
1136611,Mohammed Siraj,45
733991,MA Starc,45
1216547,I Udana,45
1082603,LH Ferguson,45
1426290,J Little,45
336033,L Balaji,45
734005,YS Chahal,45
1254060,B Kumar,45
1254061,M Ashwin,45
1254061,Mustafizur Rahman,45
501246,JR Hopes,45
1304052,Akash Deep,45
548333,S Nadeem,45
1304091,JO Holder,45
1304050,VR Aaron,45
1254066,B Kumar,45
1136611,TG Southee,45
548356,Anand Rajan,45
980953,KW Richardson,45
1304086,Rashid Khan,45
1082616,Basil Thampi,45
1082615,S Kaul,45
1426278,Mukesh Kumar,45
419114,S Ladda,45
829811,JP Faulkner,45
548379,BW Hilfenhaus,45
1426280,Arshdeep Singh,45
392227,DS Kulkarni,45
734005,AN Ahmed,45
1304071,CV Varun,45
1216516,T Natarajan,45
1082625,JP Faulkner,45
336012,A Kumble,45
1426269,VG Arora,45
1082610,AF Milne,45
548359,V Pratap Singh,45
1216537,CJ Jordan,45
1082609,Rashid Khan,45
336028,VS Yeligati,45
548332,A Singh,45
1082599,A Zampa,45
1426305,Mohsin Khan,45
1254080,J Suchith,45
1216493,MM Sharma,45
392181,A Flintoff,45
335985,A Nehra,45
981013,SB Jakati,45
1426302,Arshad Khan,45
980995,S Aravind,45
1359514,B Kumar,45
1216497,R Ashwin,45
501254,RJ Harris,45
1082632,PJ Sangwan,45
335983,P Amarnath,45
980959,SP Narine,45
829789,A Nehra,45
1216503,K Gowtham,45
1254085,R Tewatia,45
1426265,Arshdeep Singh,45
1426311,TA Boult,45
548326,Anand Rajan,45
1304069,RD Chahar,44
419122,I Sharma,44
548362,B Kumar,44
335985,JH Kallis,44
980909,TG Southee,44
501232,JE Taylor,44
734043,R Dhawan,44
392235,A Mishra,44
1304069,JD Unadkat,44
1136569,TA Boult,44
1359493,Suyash Sharma,44
1136604,SP Narine,44
1178400,SN Thakur,44
1216531,Mohammed Siraj,44
1426278,Rasikh Salam,44
598042,MC Henriques,44
419114,A Mishra,44
501223,JR Hopes,44
336019,S Sreesanth,44
548372,IK Pathan,44
392216,IK Pathan,44
1359514,A Nortje,44
1359505,NT Ellis,44
1175366,YS Chahal,44
1216530,S Gopal,44
1082613,Basil Thampi,44
1216527,S Gopal,44
1216527,TK Curran,44
1426310,Avesh Khan,44
980907,AF Milne,44
419112,P Kumar,44
1216538,JJ Bumrah,44
829729,Harbhajan Singh,44
980907,YS Chahal,44
1136586,TA Boult,44
1359507,K Khejroliya,44
419137,YK Pathan,44
1359543,CJ Jordan,44
1304059,Akash Deep,44
501242,RP Singh,44
1175364,KH Pandya,44
548326,DW Steyn,44
1136609,Shivam Mavi,44
1082593,S Kaushik,44
335998,Z Khan,44
1304053,TU Deshpande,44
1082607,SR Watson,44
392210,S Sreesanth,44
501247,P Parameswaran,44
1136577,Imran Tahir,44
548329,A Mishra,44
1359516,TA Boult,44
1304051,T Natarajan,44
1359485,A Nortje,44
733987,IC Pandey,44
419141,AP Dole,44
1312198,Avesh Khan,44
1178407,Arshdeep Singh,44
1237177,K Rabada,44
734047,MG Johnson,44
1254080,SN Thakur,44
419144,AD Mathews,44
1359507,TU Deshpande,44
1216539,RA Jadeja,44
548317,AA Chavan,44
734047,R Ashwin,44
548317,KA Pollard,44
548317,KK Cooper,44
1426288,M Jansen,44
733991,L Balaji,44
734049,PP Chawla,44
1426289,HH Pandya,44
1178410,DW Steyn,44
548348,A Nehra,44
392210,YA Abdulla,44
1237177,DR Sams,44
1312198,JR Hazlewood,44
548363,B Lee,44
1216509,A Nortje,44
1422129,Naveen-ul-Haq,44
1304096,SN Thakur,44
1304114,TA Boult,44
419163,SB Jakati,44
829741,Shivam Sharma,44
1175359,JD Unadkat,44
1426262,YS Chahal,44
729283,RA Jadeja,44
598037,DS Kulkarni,44
1359526,B Kumar,44
829787,B Kumar,44
1359492,Mohammed Shami,44
1216499,DW Steyn,44
1136561,MJ McClenaghan,44
1422135,K Rabada,44
1422135,HV Patel,44
1304107,T Natarajan,44
598002,DJ Bravo,44
1304111,RP Meredith,44
1304091,SN Thakur,44
1304091,PVD Chameera,44
1304089,AS Joseph,44
392188,Harmeet Singh,44
1359527,SM Curran,44
1082644,UT Yadav,44
829753,Karanveer Singh,44
1304091,C Sakariya,44
1178426,SL Malinga,44
1178426,Basil Thampi,44
1422134,I Sharma,44
1175361,Mohammed Shami,44
1178422,SP Narine,44
1082637,VR Aaron,44
1216496,JD Unadkat,44
1426274,Mohammed Siraj,44
336025,M Muralitharan,44
729283,L Balaji,44
501199,PP Ojha,44
1216523,Mujeeb Ur Rahman,44
1426272,Ravi Bishnoi,44
829773,TA Boult,44
1216519,HV Patel,44
1304048,JJ Bumrah,43
729317,PP Ojha,43
1426311,R Ashwin,43
1178427,PP Chawla,43
1426264,KK Ahmed,43
598025,Azhar Mahmood,43
335983,MS Gony,43
598060,DS Kulkarni,43
734041,Harbhajan Singh,43
548329,TP Sudhindra,43
1304092,T Natarajan,43
598060,MG Johnson,43
734037,DW Steyn,43
1254068,CR Woakes,43
501252,J Botha,43
1136579,CH Morris,43
1175364,Mohammed Shami,43
598066,Sandeep Sharma,43
1304109,Mohsin Khan,43
1216504,S Gopal,43
419124,MM Patel,43
1426267,HH Pandya,43
419116,Joginder Sharma,43
419107,R McLaren,43
1178403,Mohammed Shami,43
1136609,JC Archer,43
1082646,HV Patel,43
1370350,TU Deshpande,43
1359531,MM Sharma,43
1254096,M Prasidh Krishna,43
1359499,PP Chawla,43
1175365,M Prasidh Krishna,43
1426296,Mohammed Siraj,43
1254096,JJ Bumrah,43
829709,Karanveer Singh,43
1136607,DS Kulkarni,43
598015,DP Nannes,43
419119,P Kumar,43
1216499,RD Chahar,43
1426310,YS Chahal,43
829785,MG Johnson,43
1136602,TA Boult,43
733981,Mohammed Shami,43
1136590,KM Asif,43
1426262,Noor Ahmad,43
548317,Harbhajan Singh,43
1304104,YS Chahal,43
1082633,SR Watson,43
1359541,A Nortje,43
981005,AR Patel,43
419125,SL Malinga,43
419117,RP Singh,43
1359499,M Jansen,43
1254084,TA Boult,43
1426307,RD Chahar,43
1359490,HR Shokeen,43
734043,Shakib Al Hasan,43
548309,P Kumar,43
1359491,A Zampa,43
1254077,KK Ahmed,43
392239,P Kumar,43
548309,JP Faulkner,43
1304094,Mohammed Shami,43
829777,DS Kulkarni,43
419162,DW Steyn,43
548326,DT Christian,43
419125,DJ Bravo,43
1178397,Mohammad Nabi,43
1304101,Kuldeep Yadav,43
598072,SL Malinga,43
1175367,SN Thakur,43
1422135,Rashid Khan,43
548322,A Nehra,43
392211,I Sharma,43
548324,A Singh,43
1304098,KR Sen,43
1082637,JP Faulkner,43
1136590,DJ Bravo,43
1304058,AJ Tye,43
734049,P Awana,43
980969,CJ Jordan,43
980941,MG Johnson,43
1178418,M Prasidh Krishna,43
829819,CH Morris,43
598037,MS Gony,43
980911,DJ Bravo,43
1426282,Avesh Khan,43
548381,B Lee,43
1422124,AS Joseph,43
829725,MG Johnson,43
1359476,SN Thakur,43
829725,Imran Tahir,43
1216492,JJ Bumrah,43
729301,JD Unadkat,43
1426270,S Sandeep Warrier,43
598048,R Vinay Kumar,43
1426285,MA Starc,43
1422122,Yash Thakur,43
1082627,Kuldeep Yadav,43
1304113,S Kaul,43
419139,RS Bopara,43
1216537,M Ashwin,43
598036,JP Faulkner,43
1426284,T Natarajan,43
1426268,PJ Cummins,43
597999,DT Christian,43
1136598,JC Archer,43
1304069,VG Arora,43
1216532,KK Ahmed,43
419120,R Sharma,43
829741,JP Faulkner,43
829819,JP Faulkner,43
501222,L Balaji,43
1136620,S Kaul,43
829737,MJ McClenaghan,43
336020,GD McGrath,43
734019,WD Parnell,43
1304076,M Prasidh Krishna,43
1312197,R Sai Kishore,43
1216522,I Udana,43
829733,AD Russell,43
1304080,Mustafizur Rahman,43
1216519,I Udana,43
1359505,JC Archer,43
1082615,Mohammed Siraj,43
1312197,Mohammed Shami,43
1426272,TU Deshpande,43
1426272,Mustafizur Rahman,43
733999,KW Richardson,43
829729,MM Sharma,43
1426271,K Rabada,43
1216517,CJ Jordan,43
1136573,S Nadeem,43
1304084,R Dhawan,43
419127,B Lee,43
1426289,N Thushara,43
336003,I Sharma,43
1426293,A Kamboj,43
336003,Gagandeep Singh,43
598033,J Syed Mohammad,43
1136610,MP Stoinis,43
1304110,KK Ahmed,43
1426293,N Thushara,43
1254058,RD Chahar,43
598033,R Vinay Kumar,43
1304111,DR Sams,43
1426291,Arshdeep Singh,43
1426290,KV Sharma,43
1136601,Kuldeep Yadav,43
501210,SL Malinga,43
1359479,HV Patel,43
501213,AB Dinda,43
1304059,Mohammed Siraj,43
501210,KA Pollard,43
1422120,KK Ahmed,43
1136610,HH Pandya,43
598054,R Vinay Kumar,43
1422131,RA Jadeja,43
501242,B Lee,43
734029,DW Steyn,43
829713,YK Pathan,43
1304086,T Natarajan,43
829797,DJ Bravo,43
980937,DJ Bravo,43
1136586,MG Johnson,42
1136602,LE Plunkett,42
1359505,RD Chahar,42
1359532,Abhishek Sharma,42
1359534,KM Asif,42
1175358,HH Pandya,42
